,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme 1,Scheme 2,JOB_ID,ACCOUNT_ITEM_ID(Cont No.),Policy_No,Prefix,SITE_ADDRESS_1,SITE_ADDRESS_2,SITE_ADDRESS_3,SITE_ADDRESS_4(Post Code),CONTRACTOR,WORK_TYPE_1,WORK_TYPE_2,WORK_TYPE_3,CONTRACT_PRICE,Excess,Excess value,CODE1(rates),CODE2(rates),COMPLETION_DATE,Orig Pol Start Date,DEPOSIT_PAID_DATE,GUARANTEE_TERM_1,Commision,PAYMENT_MADE,IPT/TAX,IPTPLUSPAYMENT,NET_PREMIUM,MONTH_OF_COMPLETION,LOCATION,Type,No of Policies,Bord Month,Reserve Pot,Actuarial Split,Month of Account,Bord Name,Customer Surname,Unique identifier,Actuarial Adjustment,Claims Paid(Y or N),Claim Amount
Global Home Warranties,GHW NI,Week 2,,NINZ1004140043991,GHW,66,"Hartley Hall, Shorelands, Shore Road, Jordanstown",,BT38 8ZR,DB Building Contracts Ltd,New Build,,,59770,N,,,,01/05/2014,,,120,,,12.55,,209.2,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/05/2014,,,2014GHW100822,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1005140044022,GHW,Plot 2 Postal 4,"Loguestown Green, Cloyfin Road, Coleraine",,BT45 6GY,Caraman Ltd,New Build,,,51250,N,,,,01/05/2014,,,120,,,12.3,,205,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/05/2014,,,2014GHW100823,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1005140044023,GHW,Plot 3 Postal 6,"Loguestown Green, Cloyfin Road, Coleraine",,BT45 6GY,Caraman Ltd,New Build,,,51250,N,,,,01/05/2014,,,120,,,12.3,,205,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/05/2014,,,2014GHW100824,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1005140044024,GHW,Plot 4 Postal 8,"Loguestown Green, Cloyfin Road, Coleraine",,BT45 6GY,Caraman Ltd,New Build,,,51250,N,,,,01/05/2014,,,120,,,12.3,,205,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/05/2014,,,2014GHW100825,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1014040043692,GHW,Plot 5 Postal 10,"Loguestown Green, Cloyfin Road, Coleraine",,BT45 6GY,Caraman Ltd,New Build,,,51250,N,,,,28/04/2014,28/04/2014,,120,,,12.3,,205,01/04/2014,,Policy,1,01/05/2014,GHW,GHW,01/05/2014,,,2014GHW100826,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1005140044026,GHW,Plot 6 Postal 12,"Loguestown Green, Cloyfin Road, Coleraine",,BT45 6GY,Caraman Ltd,New Build,,,51250,N,,,,01/05/2014,,,120,,,12.3,,205,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/05/2014,,,2014GHW100827,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1004140043949,GHW,74,"Eden Drive, Seaboughan Road, Markethill",,BT60 1LA,IONA Properties Ltd,New Build,,,72000,N,,,,01/05/2014,,,120,,,16.2,,270,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/05/2014,,,2014GHW100828,,,
Global Home Warranties,GHW NI,Week 2,,NINZ100413004286,GHW,18,"The Old Stables, Ballyrobert, Ballyclare",,BT39 9WW,Beechview Developments Ltd,New Build,,,67427.78,N,,,,07/05/2014,07/05/2014,,120,,,14.16,,236,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/05/2014,,,2014GHW100829,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1006130043494,GHW,320 Postal 1,"Millhouse Close, Antrim",,BT41,Beechview Developments Ltd,New Build,,,31750,N,,,,01/05/2014,,,120,,,6.67,,111.13,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/05/2014,,,2014GHW100830,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044063,GHW,116 (Postal 20),"Chapel View, Newry Road, Crossmaglen",,BT35,ADJ Construction Ltd,New Build ,,,49500,N,,,,15/05/2014,15/05/2014,,120,,,10.4,,173.25,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100831,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044064,GHW,117,"Chapel View, Newry Road, Crossmaglen",,BT35,ADJ Construction Ltd,New Build ,,,63000,N,,,,01/05/2014,,,120,,,13.23,,220.5,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100832,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044065,GHW,119,"Chapel View, Newry Road, Crossmaglen",,BT35,ADJ Construction Ltd,New Build ,,,78525,N,,,,01/05/2014,,,120,,,16.49,,274.84,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100833,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044066,GHW,120,"Chapel View, Newry Road, Crossmaglen",,BT35,ADJ Construction Ltd,New Build ,,,78525,N,,,,01/05/2014,,,120,,,16.49,,274.84,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100834,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044067,GHW,122,"Chapel View, Newry Road, Crossmaglen",,BT35,ADJ Construction Ltd,New Build ,,,63000,N,,,,01/05/2014,,,120,,,13.23,,220.5,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100835,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044068,GHW,123,"Chapel View, Newry Road, Crossmaglen",,BT35,ADJ Construction Ltd,New Build ,,,49500,N,,,,01/05/2014,,,120,,,10.4,,173.25,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100836,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044069,GHW,124,"Chapel View, Newry Road, Crossmaglen",,BT35,ADJ Construction Ltd,New Build ,,,78525,N,,,,01/05/2014,,,120,,,16.49,,274.84,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100837,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044070,GHW,125,"Chapel View, Newry Road, Crossmaglen",,BT35,ADJ Construction Ltd,New Build ,,,78525,N,,,,01/05/2014,,,120,,,16.49,,274.84,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100838,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044062,GHW,9,"Shore Road, Rostrevor",,BT34,Green Future NI Ltd,New Build ,,,60000,N,,,,01/05/2014,,,120,,,14.4,,240,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100839,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044072,GHW,55,"Station Park, Drumgoon, Maguiresbridge",,BT94 4PB,T Chambers & Sons (E) Ltd,New Build ,,,54000,N,,,,01/05/2014,,,120,,,11.34,,189,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100840,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044073,GHW,56,"Station Park, Drumgoon, Maguiresbridge",,BT94 4PB,T Chambers & Sons (E) Ltd,New Build ,,,54000,N,,,,01/05/2014,,,120,,,11.34,,189,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100841,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044074,GHW,57,"Station Park, Drumgoon, Maguiresbridge",,BT94 4PB,T Chambers & Sons (E) Ltd,New Build ,,,54000,N,,,,01/05/2014,,,120,,,11.34,,189,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100842,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044075,GHW,58,"Station Park, Drumgoon, Maguiresbridge",,BT94 4PB,T Chambers & Sons (E) Ltd,New Build ,,,54000,N,,,,01/05/2014,,,120,,,11.34,,189,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100843,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044071,GHW,1,"Lough Eyes Road, Lisbellaw",,BT94 5FP,T Chambers & Sons (E) Ltd,New Build ,,,140000,N,,,,01/05/2014,,,120,,,29.4,,490,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100844,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044054,GHW,39 Postal 44,"The Meadows, Strangford Road, Downpatrick",,BT30 6LT,Mcas Ltd ,New Build ,,,90000,N,,,,01/05/2014,,,120,,,18.9,,315,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100845,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1009130043678,GHW,105,"Thornberry, Ligoniel, Belfast",,BT14,Beechview Developments Ltd,New Build ,,,57500,N,,,,01/05/2014,,,120,,,12.08,,201.25,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100846,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044077,GHW,1,"134 Jordanstown Road, Newtownabbey",,BT37 0LY,Fortfield Motors Carrickfergus Ltd,New Build ,,,57134.53,N,,,,01/05/2014,,,120,,,13.71,,228.54,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100847,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044078,GHW,2,"134 Jordanstown Road, Newtownabbey",,BT37 0LY,Fortfield Motors Carrickfergus Ltd,New Build ,,,49393.35,N,,,,01/05/2014,,,120,,,11.85,,197.57,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100848,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044079,GHW,3,"134 Jordanstown Road, Newtownabbey",,BT37 0LY,Fortfield Motors Carrickfergus Ltd,New Build ,,,57134.53,N,,,,01/05/2014,,,120,,,13.71,,228.54,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100849,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044080,GHW,4,"134 Jordanstown Road, Newtownabbey",,BT37 0LY,Fortfield Motors Carrickfergus Ltd,New Build ,,,48873.42,N,,,,01/05/2014,,,120,,,11.73,,195.49,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100850,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044081,GHW,5,"134 Jordanstown Road, Newtownabbey",,BT37 0LY,Fortfield Motors Carrickfergus Ltd,New Build ,,,55459.2,N,,,,01/05/2014,,,120,,,13.31,,221.84,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100851,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044087,GHW,31,"Lisnisky Walk, Portadown",,BT63,T Valley Construction ,New Build ,,,45000,N,,,,01/05/2014,,,120,,,8.1,,135,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100852,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044088,GHW,32,"Lisnisky Walk, Portadown",,BT63,T Valley Construction ,New Build ,,,45000,N,,,,01/05/2014,,,120,,,8.1,,135,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100853,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044089,GHW,33,"Lisnisky Walk, Portadown",,BT63,T Valley Construction ,New Build ,,,45000,N,,,,01/05/2014,,,120,,,8.1,,135,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100854,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044090,GHW,34,"Lisnisky Walk, Portadown",,BT63,T Valley Construction ,New Build ,,,45000,N,,,,01/05/2014,,,120,,,8.1,,135,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100855,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044091,GHW,37,"Lisnisky Walk, Portadown",,BT63,T Valley Construction ,New Build ,,,45000,N,,,,01/05/2014,,,120,,,8.1,,135,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100856,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044092,GHW,38,"Lisnisky Walk, Portadown",,BT63,T Valley Construction ,New Build ,,,45000,N,,,,01/05/2014,,,120,,,8.1,,135,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100857,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044093,GHW,39,"Lisnisky Walk, Portadown",,BT63,T Valley Construction ,New Build ,,,45000,N,,,,01/05/2014,,,120,,,8.1,,135,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100858,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044094,GHW,40,"Lisnisky Walk, Portadown",,BT63,T Valley Construction ,New Build ,,,45000,N,,,,01/05/2014,,,120,,,8.1,,135,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100859,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044082,GHW,1,"Corrinare Road, Loughgilly, Markethill",,BT60 2DW,David Whiteside Building,New Build ,,,148500,N,,,,01/05/2014,,,120,,,35.64,,594,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100860,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1004140044006,GHW,89,"The Forge, Moss Road, Ballygowan",,BT23 6JZ,DB Building Contracts Ltd,New Build ,,,40000,N,,,,01/05/2014,01/05/2014,,120,,,8.4,,140,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100861,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1004140044007,GHW,93,"The Forge, Moss Road, Ballygowan",,BT23 6JZ,DB Building Contracts Ltd,New Build ,,,40000,N,,,,06/01/2014,06/01/2014,,120,,,8.4,,140,01/01/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100862,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044083,GHW,1,"South East of 53 Ballygroby Road, Loop, Moneymore, Magherafelt ",,BT45 7XF,Cathal Contracts,New Build,,,76500,N,,,,01/05/2014,,,120,,,18.36,,306,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100863,,,
Global Home Warranties,GHW NI,Week 3,,NINZ1005140044084,GHW,41 Postal 17,"Ashgrove Lodge, Portadown ",,BT36 6WY,PJC Homes Ltd,New Build,,,45000,N,,,,01/05/2014,,,120,,,9.45,,157.5,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100864,,,
Global Home Warranties,GHW NI,Week 4,,NINZ1005140044053,GHW,15,"The Old Stables, Ballyrobert, Ballyclare",,BT39 9WW,Beechview Developments Ltd,New Build,,,40000,N,,,,01/05/2014,,,120,,,8.4,,140,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100865,,,
Global Home Warranties,GHW England,Week 3,,ENNZ10051400328,GHW,1,"23 Stanley Road, South Harrow",,HA2 8AY,London Constructions ,New Build ,,,125250,N,,,,01/05/2014,,,120,,,33.82,,563.63,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100866,,,
Global Home Warranties,GHW England,Week 3,,ENNZ10051400329,GHW,2,"23 Stanley Road, South Harrow",,HA2 8AY,London Constructions ,New Build ,,,125250,N,,,,01/05/2014,,,120,,,33.82,,563.63,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100867,,,
Global Home Warranties,GHW England,Week 3,,ENNZ10051400330,GHW,110,"Kent Road, Sheffield",,S8 9RL,Kent Road Ltd,New Build ,,,95000,N,,,,01/05/2014,,,120,,,25.65,,427.5,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100868,,,
Global Home Warranties,GHW England,Week 3,,ENNZ10051400331,GHW,112,"Kent Road, Sheffield",,S8 9RL,Kent Road Ltd,New Build ,,,95000,N,,,,01/05/2014,,,120,,,25.65,,427.5,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100869,,,
Global Home Warranties,GHW England,Week 3,,ENNZ10051400332,GHW,114,"Kent Road, Sheffield",,S8 9RL,Kent Road Ltd,New Build ,,,95000,N,,,,01/05/2014,,,120,,,25.65,,427.5,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100870,,,
Global Home Warranties,GHW England,Week 4,,ENNZ10071200073,GHW,18,"Sylvan Avenue, Emerson Park, Hornchurch",, RM11,JSW Consultants,New Build ,,,715000,N,,,,01/05/2014,,,120,,,171.6,,2860,01/05/2014,,Policy,1,01/05/2014,GHW,GHW,01/06/2014,,,2014GHW100871,,,
Global Home Warranties,GHW NI,Week 1,,NINZ100413004275,GHW,331F,"Millhouse, Antrim",,BT41,Beechview Developments Ltd,New Build,,,29712,N,,,,28/05/2014,28/05/2014,,120,,,6.24,,103.99,01/05/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100872,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1010130043712,GHW,137,"Thornberry, Ligoniel, Belfast",,BT14,Beechview Developments Ltd,New Build,,,57500,N,,,,01/06/2014,,,120,,,12.08,,201.25,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100873,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1004140043957,GHW,135,"Thornberry, Belfast",,BT14,Beechview Developments,New Build,,,57000,N,,,,01/06/2014,,,120,,,11.97,,199.5,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100874,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044096,GHW,73,"Old Fort Lodge, Craigavon",,BT65 5JH,Verner Contracts Ltd,New Build,,,65000,N,,,,01/06/2014,,,120,,,13.65,,227.5,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100875,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044101,GHW,2,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,81000,N,,,,01/06/2014,,,120,,,14.58,,243,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100876,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044102,GHW,4,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,51480,N,,,,01/06/2014,,,120,,,9.27,,154.44,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100877,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044103,GHW,6,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,54000,N,,,,01/06/2014,,,120,,,9.72,,162,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100878,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044104,GHW,8,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,54000,N,,,,01/06/2014,,,120,,,9.72,,162,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100879,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044105,GHW,10,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,54000,N,,,,01/06/2014,,,120,,,9.72,,162,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100880,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044106,GHW,12,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,54000,N,,,,01/06/2014,,,120,,,9.72,,162,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100881,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044107,GHW,14,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,51480,N,,,,01/06/2014,,,120,,,9.27,,154.44,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100882,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044108,GHW,16,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,81000,N,,,,01/06/2014,,,120,,,14.58,,243,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100883,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044109,GHW,42,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,81000,N,,,,01/06/2014,,,120,,,14.58,,243,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100884,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044110,GHW,44,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,51480,N,,,,01/06/2014,,,120,,,9.27,,154.44,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100885,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044111,GHW,46,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,51480,N,,,,01/06/2014,,,120,,,9.27,,154.44,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100886,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044112,GHW,48,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,51480,N,,,,01/06/2014,,,120,,,9.27,,154.44,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100887,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044113,GHW,50,"Carneyhough Court, Crieve Road, Newry ",,BT34,Carncastle Properties Ltd,New Build,,,51480,N,,,,01/06/2014,,,120,,,9.27,,154.44,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100888,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044117,GHW,1,Rock Road,,BT60,Annvale Construction Ltd,New Build,,,60960,N,,,,01/06/2014,,,120,,,12.8,,213.36,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100889,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044118,GHW,2,Rock Road,,BT60,Annvale Construction Ltd,New Build,,,60480,N,,,,01/06/2014,,,120,,,12.7,,211.68,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100890,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044119,GHW,3,Rock Road,,BT60,Annvale Construction Ltd,New Build,,,60480,N,,,,01/06/2014,,,120,,,12.7,,211.68,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100891,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044120,GHW,4,Rock Road,,BT60,Annvale Construction Ltd,New Build,,,60480,N,,,,01/06/2014,,,120,,,12.7,,211.68,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100892,,,
Global Home Warranties,GHW NI,Week 1,,NINZ1006140044121,GHW,5,Rock Road,,BT60,Annvale Construction Ltd,New Build,,,83040,N,,,,01/06/2014,,,120,,,17.44,,290.64,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100893,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1006140044140,GHW,1,"Birches Road, Portadown",,BT62 1LS,WS Developments,New Build,,,115000,N,,,,01/06/2014,,,120,,,24.15,,402.5,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100894,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1006140044141,GHW,2,"Birches Road, Portadown",,BT62 1LS,WS Developments,New Build,,,105000,N,,,,01/06/2014,,,120,,,22.05,,367.5,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100895,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1006140044137,GHW,8,"Malone Ridge, Upper Malone Road, Belfast",,BT9 ,Malone Ridge Ltd,New Build,,,138000,N,,,,01/06/2014,,,120,,,28.98,,483,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100896,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1006140044138,GHW,17,"Malone Ridge, Upper Malone Road, Belfast",,BT9,Malone Ridge Ltd,New Build,,,129660,N,,,,01/06/2014,,,120,,,27.23,,453.81,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100897,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1006140044139,GHW,18,"Malone Ridge, Upper Malone Road, Belfast",,BT9,Malone Ridge Ltd,New Build,,,129660,N,,,,01/06/2014,,,120,,,27.23,,453.81,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100898,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043867,GHW,25,"Sandymount, Glengormley",,BT36 5EF,DTL Construction,New Build,,,63750,N,,,,01/06/2014,,,120,,,13.39,,223.13,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100899,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043868,GHW,26,"Sandymount, Glengormley",,BT36 5EF,DTL Construction,New Build,,,63750,N,,,,01/06/2014,,,120,,,13.39,,223.13,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100900,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043869,GHW,27,"Sandymount, Glengormley",,BT36 5EF,DTL Construction,New Build,,,63750,N,,,,01/06/2014,,,120,,,13.39,,223.13,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100901,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1002140043870,GHW,28,"Sandymount, Glengormley",,BT36 5EF,DTL Construction,New Build,,,63750,N,,,,01/06/2014,,,120,,,13.39,,223.13,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100902,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1005140044085,GHW,21,"Sandymount, Glengormley",,BT36 5EF,DTL Construction ,New Build,,,46500,N,,,,01/06/2014,,,120,,,9.77,,162.75,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100903,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1005140044086,GHW,22,"Sandymount, Glengormley",,BT36 5EF,DTL Construction ,New Build,,,46500,N,,,,01/06/2014,,,120,,,9.77,,162.75,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100904,,,
Global Home Warranties,GHW NI,Week 2,,NINZ1003140043896,GHW,33,"Seven Springs, Larne",,BT40,Beechview Developments Ltd,New Build,,,49000,N,,,,01/06/2014,,,120,,,10.29,,171.5,01/06/2014,,Policy,1,01/06/2014,GHW,GHW,01/06/2014,,,2014GHW100905,,,
